Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062267.1	28671228	28673516	4	minus	UbiA prenyltransferase domain containing protein 1		0	protein-coding		KAK1898013.1	348	KUDE01_017541
CM062267.1	28675846	28677239	4	minus	AP-5 complex subunit mu-1		0	protein-coding		KAK1899229.1	89	KUDE01_018750
CM062267.1	28677380	28685487	4	plus	Matrix metalloproteinase-23		0	protein-coding		KAK1897729.1	382	KUDE01_017260
CM062267.1	28687212	28692020	4	minus	Cyclin-dependent kinase 11B		0	protein-coding		KAK1898911.1	156	KUDE01_018434
CM062267.1	28693216	28703222	4	minus	Cyclin-dependent kinase 11B		0	protein-coding		KAK1898243.1	656	KUDE01_017768
CM062267.1	28710909	28712678	4	plus	Small integral membrane protein 1		0	protein-coding		KAK1897744.1	75	KUDE01_017275
CM062267.1	28723522	28724472	4	plus	Small integral membrane protein 1		0	protein-coding		KAK1898110.1	75	KUDE01_017637
CM062267.1	28735935	28738510	4	plus	Small integral membrane protein 1		0	protein-coding		KAK1898924.1	75	KUDE01_018447
CM062267.1	28742213	28744566	4	plus	SUZ domain containing protein 1		0	protein-coding		KAK1898153.1	125	KUDE01_017679
CM062267.1	28747463	28747726	4	plus	C-mannosyltransferase dpy-19 like		0	protein-coding		KAK1898134.1	87	KUDE01_017660
CM062267.1	28749569	28780357	4	minus	Cation-transporting ATPase 13A2		0	protein-coding		KAK1899111.1	1159	KUDE01_018633
CM062267.1	28781442	28785173	4	minus	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit mitochondrial		0	protein-coding		KAK1899234.1	281	KUDE01_018755
CM062267.1	28787069	28794792	4	plus	ATPase family AAA domain containing protein 3		0	protein-coding		KAK1899231.1	1132	KUDE01_018752
CM062267.1	28811148	28811677	4	minus	putative septum site-determining protein MinC		0	protein-coding		KAK1898394.1	88	KUDE01_017918
CM062267.1	28814417	28821470	4	plus	OTU domain containing protein 3		0	protein-coding		KAK1898837.1	256	KUDE01_018360
CM062267.1	28823153	28826878	4	minus	Pre-mRNA-splicing factor SPF27		0	protein-coding		KAK1899312.1	225	KUDE01_018832
CM062267.1	28829120	28881815	4	plus	E3 ubiquitin-protein ligase TRIM33		0	protein-coding		KAK1898818.1	1111	KUDE01_018341
CM062267.1	28882478	28891024	4	plus	Lysosomal amino acid transporter 1 like		0	protein-coding		KAK1898564.1	321	KUDE01_018088
CM062267.1	28912950	28922289	4	minus	Bromodomain and PHD finger-containing protein 3		0	protein-coding		KAK1898220.1	1223	KUDE01_017745
CM062267.1	28924787	28935276	4	minus	Mitogen-activated protein kinase 13		0	protein-coding		KAK1898002.1	363	KUDE01_017530
CM062267.1	28945155	28950813	4	minus	putative inactive receptor kinase		0	protein-coding		KAK1897706.1	79	KUDE01_017237
CM062267.1	29018568	29024596	4	minus	Chemokine-like protein TAFA-5		0	protein-coding		KAK1897814.1	187	KUDE01_017345
CM062267.1	29049562	29049834	4	plus	GTPase Era		0	protein-coding		KAK1899276.1	90	KUDE01_018797
CM062267.1	29049882	29050193	4	plus	Inter-alpha-trypsin inhibitor heavy chain H4		0	protein-coding		KAK1899050.1	103	KUDE01_018572
CM062267.1	29093137	29161163	4	minus	Serine/threonine-protein kinase mTOR		0	protein-coding		KAK1897996.1	1473	KUDE01_017524
CM062267.1	29169188	29171918	4	plus	Angiopoietin-related protein 7		0	protein-coding		KAK1898516.1	341	KUDE01_018040
CM062267.1	29174672	29215890	4	minus	Serine/threonine-protein kinase mTOR		0	protein-coding		KAK1898446.1	1451	KUDE01_017970
CM062267.1	29250197	29260807	4	plus	Agrin		0	protein-coding		KAK1898376.1	179	KUDE01_017900
CM062267.1	29341498	29346265	4	plus	Agrin		0	protein-coding		KAK1899033.1	139	KUDE01_018555
CM062267.1	29374525	29386436	4	plus	Agrin		0	protein-coding		KAK1899092.1	135	KUDE01_018614
CM062267.1	29406342	29437605	4	plus	Agrin		0	protein-coding		KAK1899095.1	551	KUDE01_018617
CM062267.1	29449834	29501183	4	plus	Agrin		0	protein-coding		KAK1899186.1	1094	KUDE01_018708
CM062267.1	29521251	29544784	4	plus	Tyrosine-protein phosphatase non-receptor type 11		0	protein-coding		KAK1897907.1	592	KUDE01_017435
CM062267.1	29552360	29553073	4	minus	RING finger protein 223		0	protein-coding		KAK1898265.1	237	KUDE01_017789
CM062267.1	29562687	29567339	4	minus	Filamentous hemagglutinin		0	protein-coding		KAK1898648.1	91	KUDE01_018172
CM062267.1	29568129	29568473	4	plus	Protein ApaG		0	protein-coding		KAK1898298.1	114	KUDE01_017822
CM062267.1	29568610	29570591	4	minus	Sodium channel protein type 10 subunit alpha		0	protein-coding		KAK1898116.1	478	KUDE01_017643
CM062267.1	29574125	29593887	4	minus	DENN domain containing protein 2C		0	protein-coding		KAK1898921.1	887	KUDE01_018444
CM062267.1	29599533	29611858	4	minus	AMP deaminase 1		0	protein-coding		KAK1897707.1	735	KUDE01_017238
CM062267.1	29637101	29638623	4	plus	Ras association domain containing protein 8		0	protein-coding		KAK1898082.1	474	KUDE01_017610
CM062267.1	29639409	29659744	4	minus	Cold shock domain containing protein E1		0	protein-coding		KAK1898483.1	807	KUDE01_018007
CM062267.1	29661135	29663128	4	plus	Suppressor of IKBKE 1		0	protein-coding		KAK1897965.1	225	KUDE01_017493
CM062267.1	29668289	29673529	4	plus	5-hydroxytryptamine receptor 6		0	protein-coding		KAK1897792.1	461	KUDE01_017323
CM062267.1	29674282	29685113	4	minus	Transmembrane and coiled-coil domain containing protein 4		0	protein-coding		KAK1897983.1	658	KUDE01_017511
CM062267.1	29701541	29721187	4	plus	von Willebrand factor A domain containing protein 1		0	protein-coding		KAK1898870.1	517	KUDE01_018393
CM062267.1	29723769	29747758	4	plus	Ral GTPase-activating protein subunit beta		0	protein-coding		KAK1898076.1	1554	KUDE01_017604
CM062267.1	29845770	29871913	4	plus	Potassium voltage-gated channel subfamily KQT member 2		0	protein-coding		KAK1898804.1	902	KUDE01_018327
CM062267.1	29912319	29919388	4	plus	Neuronal acetylcholine receptor subunit alpha-4		0	protein-coding		KAK1898864.1	399	KUDE01_018387
CM062267.1	29930140	29933777	4	minus	Zinc finger CCCH-type with G patch domain containing protein		0	protein-coding		KAK1898557.1	508	KUDE01_018081
CM062267.1	29935880	29940168	4	plus	TELO2-interacting protein 1 like		0	protein-coding		KAK1899291.1	587	KUDE01_018812
CM062267.1	29962496	29963485	4	minus	putative RNA-directed DNA polymerase from transposon X-element		0	protein-coding		KAK1898792.1	329	KUDE01_018316
CM062267.1	29966670	29973101	4	minus	V-set and transmembrane domain containing protein 2-like protein		0	protein-coding		KAK1897925.1	219	KUDE01_017453
CM062267.1	30030811	30063190	4	minus	Beta-catenin-like protein 1		0	protein-coding		KAK1897801.1	261	KUDE01_017332
CM062267.1	30209620	30242405	4	minus	Protein-glutamine gamma-glutamyltransferase 5		0	protein-coding		KAK1899059.1	723	KUDE01_018581
CM062267.1	30262535	30267261	4	minus	Transcription factor E2F1		0	protein-coding		KAK1898522.1	268	KUDE01_018046
CM062267.1	30268186	30268584	4	minus	Thiol:disulfide interchange protein DsbD		0	protein-coding		KAK1898326.1	82	KUDE01_017850
CM062267.1	30309220	30329478	4	minus	E3 ubiquitin-protein ligase Itchy like		0	protein-coding		KAK1897705.1	923	KUDE01_017236
CM062267.1	30351597	30369344	4	plus	Calcitonin related peptide type 1 receptor		0	protein-coding		KAK1898202.1	479	KUDE01_017728
CM062267.1	30515592	30543218	4	plus	Vitamin D3 receptor A		0	protein-coding		KAK1898958.1	432	KUDE01_018480
CM062267.1	30628661	30653830	4	plus	hypothetical protein		0	protein-coding		KAK1898420.1	999	KUDE01_017944
CM062267.1	30660330	30660956	4	minus	Twist-related protein		0	protein-coding		KAK1899205.1	208	KUDE01_018727
CM062267.1	30678030	30684475	4	plus	E3 ubiquitin-protein ligase TRIM39		0	protein-coding		KAK1897882.1	543	KUDE01_017411
CM062267.1	30685612	30777975	4	plus	MICOS complex subunit mic25a		0	protein-coding		KAK1897850.1	299	KUDE01_017381
CM062267.1	30817595	30823706	4	minus	EGF domain-specific O-linked N-acetylglucosamine transferase		0	protein-coding		KAK1898283.1	124	KUDE01_017807
CM062267.1	30882730	30883917	4	plus	Plexin-A1		0	protein-coding		KAK1898452.1	395	KUDE01_017976
CM062267.1	30899942	30903564	4	plus	Plexin-A1		0	protein-coding		KAK1898321.1	83	KUDE01_017845
CM062267.1	30931001	30939534	4	minus	Steroid 17-alpha-hydroxylase/1720 lyase		0	protein-coding		KAK1899211.1	76	KUDE01_018733
CM062267.1	31140215	31140562	4	minus	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1		0	protein-coding		KAK1898934.1	85	KUDE01_018456
CM062267.1	31263577	31278329	4	plus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1898057.1	271	KUDE01_017585
CM062267.1	31526116	31532952	4	plus	WD repeat-containing protein 76		0	protein-coding		KAK1897776.1	343	KUDE01_017307
CM062267.1	31559710	31580167	4	plus	Carbohydrate sulfotransferase 11		0	protein-coding		KAK1897919.1	338	KUDE01_017447
CM062267.1	31584432	31598269	4	minus	Glutathione synthetase		0	protein-coding		KAK1898854.1	465	KUDE01_018377
CM062267.1	31600093	31603415	4	plus	U8 snoRNA-decapping enzyme		0	protein-coding		KAK1898119.1	165	KUDE01_017646
CM062267.1	31618059	31641433	4	plus	SLIT-ROBO Rho GTPase-activating protein 3		0	protein-coding		KAK1899187.1	904	KUDE01_018709
CM062267.1	31649314	31659732	4	plus	Protein FAM50A		0	protein-coding		KAK1898205.1	271	KUDE01_017731
CM062267.1	31660073	31676380	4	plus	Interleukin-17 receptor D		0	protein-coding		KAK1898776.1	595	KUDE01_018300
CM062267.1	31681752	31690118	4	plus	Serine--tRNA ligase cytoplasmic		0	protein-coding		KAK1898317.1	499	KUDE01_017841
CM062267.1	31691670	31694646	4	plus	PTB domain containing engulfment adapter protein 1		0	protein-coding		KAK1898303.1	173	KUDE01_017827
CM062267.1	31697716	31704464	4	plus	Transmembrane protein 106B		0	protein-coding		KAK1898378.1	269	KUDE01_017902
CM062267.1	31710824	31768825	4	minus	Tensin-2		0	protein-coding		KAK1899213.1	1701	KUDE01_018735
CM062267.1	31809968	31812962	4	minus	Keratin type I cytoskeletal 18		0	protein-coding		KAK1898551.1	433	KUDE01_018075
CM062267.1	31815135	31823318	4	minus	Keratin type I cytoskeletal 18		0	protein-coding		KAK1898044.1	412	KUDE01_017572
CM062267.1	31893030	31898617	4	plus	Intermediate filament protein ON3		0	protein-coding		KAK1898365.1	461	KUDE01_017889
CM062267.1	31935892	31940591	4	plus	Keratin type II cytoskeletal 8		0	protein-coding		KAK1898595.1	428	KUDE01_018119
CM062267.1	31966308	31968341	4	plus	Kynurenine 3-monooxygenase		0	protein-coding		KAK1898258.1	191	KUDE01_017783
CM062267.1	31982841	31995410	4	minus	Mitogen-activated protein kinase 14A		0	protein-coding		KAK1898014.1	368	KUDE01_017542
CM062267.1	32033265	32033732	4	plus	Plexin-B1		0	protein-coding		KAK1899286.1	155	KUDE01_018807
CM062267.1	32040598	32072782	4	plus	Plexin-B1		0	protein-coding		KAK1898409.1	1599	KUDE01_017933
CM062267.1	32084895	32094362	4	plus	Serine/threonine-protein kinase SRPK		0	protein-coding		KAK1898659.1	402	KUDE01_018183
CM062267.1	32097670	32099179	4	minus	Prostate-associated microseminoprotein		0	protein-coding		KAK1899287.1	113	KUDE01_018808
CM062267.1	32110195	32124529	4	minus	LHFPL tetraspan subfamily member 4 protein		0	protein-coding		KAK1897833.1	94	KUDE01_017364
CM062267.1	32159544	32159960	4	minus	LHFPL tetraspan subfamily member 4 protein		0	protein-coding		KAK1899051.1	138	KUDE01_018573
CM062267.1	32317717	32320812	4	minus	Kinesin-like protein KIFC2		0	protein-coding		KAK1898754.1	70	KUDE01_018278
CM062267.1	32331162	32338632	4	plus	Krueppel-like factor 15		0	protein-coding		KAK1898543.1	547	KUDE01_018067
CM062267.1	32430172	32478154	4	plus	Solute carrier family 41 member 1		0	protein-coding		KAK1899047.1	483	KUDE01_018569
CM062267.1	32496963	32497411	4	plus	Tethering factor for nuclear proteasome sts1		0	protein-coding		KAK1898300.1	112	KUDE01_017824
CM062267.1	32554130	32556277	4	minus	Serine/threonine-protein kinase pim-1		0	protein-coding		KAK1897868.1	311	KUDE01_017397
CM062267.1	32788389	32792452	4	plus	Serine/threonine-protein kinase SBK1		0	protein-coding		KAK1897770.1	326	KUDE01_017301
CM062267.1	32799885	32818576	4	minus	Scavenger receptor cysteine-rich type 1 protein M160		0	protein-coding		KAK1897917.1	1119	KUDE01_017445
CM062267.1	32857181	32860691	4	minus	Kelch domain containing protein 8B		0	protein-coding		KAK1899143.1	67	KUDE01_018665
CM062267.1	32921222	32933605	4	minus	Kelch domain containing protein 8B		0	protein-coding		KAK1899036.1	155	KUDE01_018558
CM062267.1	32998253	33014071	4	plus	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE		0	protein-coding		KAK1898161.1	122	KUDE01_017687
CM062267.1	33038613	33041684	4	minus	Kelch domain containing protein 8B		0	protein-coding		KAK1897816.1	155	KUDE01_017347
CM062267.1	33119979	33120254	4	minus	3-isopropylmalate dehydratase large subunit		0	protein-coding		KAK1899263.1	55	KUDE01_018784
CM062267.1	33136961	33137274	4	minus	Arginine--tRNA ligase		0	protein-coding		KAK1898760.1	104	KUDE01_018284
CM062267.1	33145297	33154525	4	minus	Cadherin-23		0	protein-coding		KAK1898878.1	374	KUDE01_018401
CM062267.1	33159104	33217204	4	minus	Ubiquitin carboxyl-terminal hydrolase 19		0	protein-coding		KAK1899107.1	1628	KUDE01_018629
CM062267.1	33218738	33219286	4	minus	Snake venom metalloprotease inhibitor 02A10		0	protein-coding		KAK1898563.1	182	KUDE01_018087
CM062267.1	33225496	33283168	4	minus	Laminin subunit beta-2		0	protein-coding		KAK1897854.1	1760	KUDE01_017385
CM062267.1	33302600	33328845	4	minus	Laminin subunit beta-1		0	protein-coding		KAK1899030.1	672	KUDE01_018552
CM062267.1	33351788	33373447	4	minus	Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit gamma isoform		0	protein-coding		KAK1897998.1	1116	KUDE01_017526
CM062267.1	33413790	33414923	4	minus	Melanopsin		0	protein-coding		KAK1898847.1	377	KUDE01_018370
CM062267.1	33423979	33435494	4	plus	hypothetical protein		0	protein-coding		KAK1898067.1	187	KUDE01_017595
CM062267.1	33436831	33440334	4	plus	Troponin C skeletal muscle		0	protein-coding		KAK1899116.1	160	KUDE01_018638
CM062267.1	33441345	33442094	4	minus	Transcription initiation factor TFIID subunit 13		0	protein-coding		KAK1898701.1	124	KUDE01_018225
CM062267.1	33443617	33451729	4	plus	Solute carrier family 35 member C2		0	protein-coding		KAK1898509.1	363	KUDE01_018033
CM062267.1	33459234	33489927	4	plus	Collagen alpha-1(XX) chain		0	protein-coding		KAK1898657.1	995	KUDE01_018181
CM062267.1	33500343	33503450	4	plus	Dolichol-phosphate mannosyltransferase subunit 1		0	protein-coding		KAK1898700.1	250	KUDE01_018224
CM062267.1	33510929	33515686	4	plus	Activity-dependent neuroprotector homeobox protein		0	protein-coding		KAK1899058.1	1009	KUDE01_018580
CM062267.1	33532736	33545571	4	plus	Partitioning defective 6 like beta		0	protein-coding		KAK1898228.1	166	KUDE01_017753
CM062267.1	33570502	33590651	4	plus	Brefeldin A-inhibited guanine nucleotide-exchange protein 2		0	protein-coding		KAK1898037.1	1244	KUDE01_017565
CM062267.1	33596033	33625062	4	plus	Bcl-2-like protein 1		0	protein-coding		KAK1898801.1	232	KUDE01_018324
CM062267.1	33629518	33635897	4	minus	Cytochrome c oxidase subunit 4 isoform 2 mitochondrial		0	protein-coding		KAK1897805.1	176	KUDE01_017336
CM062267.1	33674782	33684862	4	plus	Phosphatidylinositol 345-trisphosphate-dependent Rac exchanger 1 protein		0	protein-coding		KAK1898937.1	229	KUDE01_018459
CM062267.1	33685300	33685638	4	plus	Protein FAM110B		0	protein-coding		KAK1899098.1	112	KUDE01_018620
CM062267.1	33686085	33686698	4	plus	Protein FAM110B		0	protein-coding		KAK1898620.1	173	KUDE01_018144
CM062267.1	33749511	33753120	4	plus	Tubulin alpha chain		0	protein-coding		KAK1898249.1	450	KUDE01_017774
CM062267.1	33762088	33765691	4	plus	Interferon regulatory factor 1		0	protein-coding		KAK1899277.1	99	KUDE01_018798
CM062267.1	33765719	33767583	4	plus	Signal peptide peptidase-like 2B		0	protein-coding		KAK1898957.1	85	KUDE01_018479
CM062267.1	33785196	33785498	4	minus	Histidinol dehydrogenase		0	protein-coding		KAK1898529.1	100	KUDE01_018053
CM062267.1	33795786	33798983	4	minus	Tubulin alpha-1C chain		0	protein-coding		KAK1898201.1	450	KUDE01_017727
CM062267.1	33801056	33817117	4	plus	NSFL1 cofactor p47		0	protein-coding		KAK1898882.1	374	KUDE01_018405
CM062267.1	33827123	33835804	4	plus	Peptidyl-prolyl cis-trans isomerase FKBP1B		0	protein-coding		KAK1898772.1	108	KUDE01_018296
CM062267.1	33837462	33857510	4	plus	Syntenin-1		0	protein-coding		KAK1899102.1	302	KUDE01_018624
CM062267.1	33864636	33865268	4	minus	Syntaphilin		0	protein-coding		KAK1898403.1	210	KUDE01_017927
CM062267.1	33865427	33882293	4	minus	Syntaphilin		0	protein-coding		KAK1899037.1	665	KUDE01_018559
CM062267.1	33884065	33884469	4	plus	Katanin p60 ATPase-containing subunit A-like 1		0	protein-coding		KAK1899114.1	134	KUDE01_018636
CM062267.1	33884644	33919106	4	plus	Zinc finger protein with KRAB and SCAN domains 3		0	protein-coding		KAK1898180.1	371	KUDE01_017706
CM062267.1	33969447	33976835	4	plus	putative 149 kDa protein		0	protein-coding		KAK1897958.1	222	KUDE01_017486
CM062267.1	33988269	33999103	4	plus	Laminin-like protein epi-1		0	protein-coding		KAK1897809.1	180	KUDE01_017340
CM062267.1	34029589	34034291	4	plus	putative nuclease HARBI1		0	protein-coding		KAK1898607.1	350	KUDE01_018131
CM062267.1	34085657	34086216	4	minus	Chimeric ERCC6-PGBD3 protein		0	protein-coding		KAK1898383.1	140	KUDE01_017907
CM062267.1	34086340	34089076	4	plus	putative protein YqjF		0	protein-coding		KAK1898328.1	108	KUDE01_017852
CM062267.1	34089317	34090306	4	minus	Zinc finger MYM-type protein 1		0	protein-coding		KAK1899015.1	329	KUDE01_018537
CM062267.1	34205652	34206455	4	minus	Neurotensin receptor type 1		0	protein-coding		KAK1898237.1	267	KUDE01_017762
CM062267.1	34257609	34269805	4	minus	30S ribosomal protein S15		0	protein-coding		KAK1899005.1	79	KUDE01_018527
CM062267.1	34295243	34295584	4	plus	Katanin p60 ATPase-containing subunit A-like 1		0	protein-coding		KAK1898824.1	113	KUDE01_018347
CM062267.1	34401748	34404222	4	minus	Intersectin-2		0	protein-coding		KAK1898401.1	99	KUDE01_017925
CM062267.1	34407553	34411772	4	minus	Serine/threonine-protein kinase 35		0	protein-coding		KAK1898086.1	432	KUDE01_017614
CM062267.1	34430036	34430671	4	minus	Ancient ubiquitous protein 1 like		0	protein-coding		KAK1898821.1	211	KUDE01_018344
CM062267.1	34470970	34472327	4	plus	Proenkephalin-B		0	protein-coding		KAK1897730.1	221	KUDE01_017261
CM062267.1	34475257	34482813	4	minus	Glucocorticoid modulatory element-binding protein 2		0	protein-coding		KAK1898900.1	498	KUDE01_018423
CM062267.1	34489193	34493100	4	plus	Nudix hydrolase 20 chloroplastic		0	protein-coding		KAK1898745.1	301	KUDE01_018269
CM062267.1	34495661	34505451	4	minus	Rho-related GTP-binding protein RhoA-C		0	protein-coding		KAK1898765.1	193	KUDE01_018289
CM062267.1	34508166	34516450	4	plus	Targeting protein for Xklp2-B		0	protein-coding		KAK1898103.1	694	KUDE01_017630
CM062267.1	34517943	34541688	4	minus	Procollagen-lysine2-oxoglutarate 5-dioxygenase 1		0	protein-coding		KAK1897945.1	561	KUDE01_017473
CM062267.1	34545631	34547910	4	plus	Transposable element P transposase		0	protein-coding		KAK1898356.1	307	KUDE01_017880
